# kushinagar001 (Up to date)
# 504 data points written for 58 variables.
#
# Time (s),Altitude (m),Altitude above sea level (m),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (° N),Longitude (° E),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),Gravitational acceleration (m/s²),CP location (cm),CG location (cm),Stability margin calibers (​),Thrust (N),Thrust-to-weight ratio (​),Drag force (N),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Wind velocity (m/s),Wind direction (°),Air temperature (°C),Air pressure (mbar),Air density (g/cm³),Speed of sound (m/s),Mach number (​),Reynolds number (​),Reference length (cm),Reference area (cm²),Simulation time step (s),Computation time (s),Coriolis acceleration (m/s²)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
0.884,15.526,99.026,39.196,39.196,52.997,53,-0.062,-3.24e-6,0.062,269.997,0.18,0.528,26.74,83.887,1.574,0,5.841,0.004,88.796,90.015,1.073e4,2657.305,2.565,0.09,9.79,122.792,114.689,0.375,686.488,6.534,12.684,0.368,0.219,0.027,0.122,0.37,0.246,0.089,-2.596e-4,0,0,0,0,0.003,2.081,90,14.356,1001.636,0.001,339.999,0.115,4.545e6,21.6,366.435,0.016,0.036,0.005
0.9,16.18,99.68,40.072,40.072,53.152,53.156,-0.065,-3.976e-6,0.065,269.996,0.17,0.674,26.74,83.887,1.441,0,6.081,0.004,88.698,90.015,1.073e4,2651.2,2.563,0.09,9.79,122.862,114.664,0.379,688.341,6.555,13.243,0.368,0.219,0.027,0.122,0.37,0.225,0.082,2.896e-4,0,0,0,0,0.003,2.09,90,14.352,1001.559,0.001,339.996,0.118,4.646e6,21.6,366.435,0.025,0.037,0.005
0.925,17.188,100.688,41.39,41.39,53.38,53.388,-0.069,-5.362e-6,0.069,269.996,0.151,0.905,26.74,83.887,1.255,0,6.424,0.003,88.543,90.016,1.072e4,2642.044,2.562,0.09,9.79,122.961,114.628,0.386,691.121,6.587,14.112,0.368,0.219,0.027,0.122,0.37,0.195,0.072,9.036e-5,0,0,0,0,0.003,2.111,90,14.346,1001.441,0.001,339.992,0.122,4.798e6,21.6,366.435,0.037,0.038,0.005
0.962,18.761,102.261,43.378,43.378,53.715,53.732,-0.074,-8.171e-6,0.074,269.994,0.11,1.317,26.74,83.887,0.934,0,6.885,0.003,88.296,90.014,1.07e4,2628.308,2.559,0.09,9.79,123.133,114.573,0.396,695.292,6.635,15.473,0.368,0.219,0.027,0.122,0.369,0.145,0.054,2.52e-4,0,0,0,0,0.003,2.109,90,14.335,1001.256,0.001,339.986,0.128,5.028e6,21.6,366.435,0.05,0.038,0.006
1.012,20.997,104.497,46.075,46.075,54.149,54.185,-0.077,-1.34e-5,0.077,269.99,0.027,1.979,26.74,83.887,0.464,0,7.302,0.002,87.94,90.01,1.068e4,2609.809,2.556,0.09,9.79,123.39,114.498,0.412,700.908,6.7,17.43,0.368,0.219,0.027,0.122,0.369,0.071,0.026,3.434e-4,0,0,0,0,0.003,2.058,90,14.321,1000.994,0.001,339.977,0.136,5.339e6,21.6,366.435,0.034,0.039,0.006
1.046,22.577,106.077,47.9,47.9,54.432,54.484,-0.077,-1.774e-5,0.077,269.987,0.046,2.381,26.74,83.887,0.276,0,7.467,0.001,87.692,90.007,1.067e4,2597.369,2.553,0.09,9.79,123.496,114.448,0.419,704.685,6.744,18.84,0.369,0.219,0.027,0.123,0.369,0.042,0.015,1.417e-4,0,0,0,0,0.003,2.116,90,14.31,1000.809,0.001,339.971,0.141,5.55e6,21.6,366.435,0.05,0.039,0.006
1.096,25.041,108.541,50.63,50.631,54.768,54.849,-0.071,-2.504e-5,0.071,269.98,0.18,2.97,26.74,83.887,0.063,0,7.568,-0.003,87.315,90.004,1.065e4,2578.421,2.549,0.09,9.79,123.618,114.372,0.428,709.538,6.803,21.063,0.369,0.219,0.027,0.123,0.369,0.01,9.982e-4,-3.099e-4,0,0,0,0,0.003,2.25,90,14.294,1000.52,0.001,339.961,0.149,5.866e6,21.6,366.435,0.05,0.04,0.007
1.146,27.641,111.141,53.376,53.378,55.072,55.206,-0.058,-3.279e-5,0.058,269.968,0.35,3.847,26.74,83.887,0.422,0,-7.356,0.002,86.94,90,1.063e4,2559.474,2.546,0.09,9.79,123.427,114.295,0.423,714.391,6.862,23.435,0.369,0.219,0.027,0.123,0.37,0.065,0.03,2.962e-4,0,0,0,0,-0.002,2.109,90,14.278,1000.215,0.001,339.951,0.157,6.182e6,21.6,366.435,0.05,0.04,0.007
1.196,30.378,113.878,56.137,56.14,55.365,55.55,-0.036,-4.018e-5,0.036,269.936,0.56,4.532,26.74,83.887,0.64,0,-6.748,0.003,86.586,89.995,1.062e4,2540.527,2.542,0.09,9.79,123.315,114.217,0.421,719.244,6.921,25.966,0.37,0.219,0.027,0.124,0.37,0.099,0.043,3.466e-4,0,0,0,0,-0.002,2.16,90,14.26,999.894,0.001,339.94,0.165,6.501e6,21.6,366.435,0.01,0.041,0.007
1.206,30.943,114.443,56.691,56.695,55.423,55.618,-0.03,-4.149e-5,0.03,269.921,0.606,4.656,26.74,83.887,0.67,0,-6.596,0.003,86.52,89.994,1.061e4,2536.737,2.541,0.09,9.79,123.301,114.202,0.421,720.215,6.932,26.489,0.37,0.219,0.027,0.124,0.37,0.103,0.045,6.987e-5,0,0,0,0,-0.002,2.178,90,14.256,999.828,0.001,339.938,0.167,6.566e6,21.6,366.435,0.015,0.041,0.007
1.221,31.799,115.299,57.523,57.527,55.457,55.667,-0.02,-4.327e-5,0.02,269.878,0.677,4.83,26.74,83.887,0.706,0,-6.35,0.003,86.422,89.993,1.061e4,2530.952,2.54,0.09,9.79,123.283,114.178,0.422,721.128,6.945,27.286,0.37,0.219,0.027,0.124,0.37,0.109,0.048,-3.758e-4,0,0,0,0,-0.001,2.208,90,14.251,999.727,0.001,339.935,0.169,6.662e6,21.6,366.435,0.022,0.042,0.007
1.243,33.108,116.608,58.771,58.777,55.507,55.739,-0.004,-4.542e-5,0.004,269.32,0.788,5.079,26.74,83.887,0.753,0,-5.945,0.001,86.284,89.99,1.06e4,2522.273,2.538,0.09,9.79,123.261,114.143,0.422,722.497,6.964,28.504,0.37,0.219,0.027,0.124,0.371,0.116,0.051,1.402e-4,0,0,0,0,-0.001,2.254,90,14.242,999.574,0.001,339.93,0.173,6.806e6,21.6,366.435,0.034,0.042,0.008
1.277,35.123,118.623,60.646,60.654,55.576,55.843,0.026,-4.709e-5,0.026,90.105,0.966,5.454,26.74,83.887,0.834,3.038e-7,-5.251,-0.002,86.095,89.988,1.058e4,2509.256,2.536,0.09,9.79,123.222,114.089,0.423,724.55,6.992,30.385,0.37,0.219,0.027,0.124,0.371,0.129,0.056,-4.028e-4,0,0,0,0,-9.147e-4,2.288,90,14.229,999.338,0.001,339.922,0.179,7.023e6,21.6,366.435,0.05,0.042,0.008
1.327,38.225,121.725,63.427,63.439,55.674,55.986,0.081,-4.519e-5,0.081,90.032,1.251,5.904,26.74,83.887,0.893,0,-4.038,-0.005,85.862,89.988,1.056e4,2489.971,2.532,0.09,9.79,123.198,114.01,0.425,727.593,7.035,33.286,0.371,0.219,0.027,0.125,0.372,0.138,0.059,-3.383e-4,0,0,0,0,-4.943e-4,2.346,90,14.209,998.974,0.001,339.909,0.187,7.344e6,21.6,366.435,0.041,0.043,0.008
1.368,40.855,124.355,65.697,65.714,55.746,56.093,0.137,-3.966e-5,0.137,90.017,1.497,6.224,26.74,83.887,0.937,5.874e-7,-2.935,-0.002,85.719,89.988,1.055e4,2474.254,2.529,0.09,9.79,123.18,113.945,0.428,730.072,7.069,35.753,0.371,0.219,0.028,0.125,0.372,0.145,0.062,-1.321e-4,0,0,0,0,-2.434e-4,2.342,90,14.192,998.665,0.001,339.899,0.194,7.607e6,21.6,366.435,0.05,0.043,0.009
1.418,44.21,127.71,68.485,68.509,55.746,56.125,0.22,-2.787e-5,0.22,90.007,1.817,6.509,26.74,83.887,0.964,1.058e-6,-1.351,-0.005,85.611,89.99,1.053e4,2454.747,2.525,0.09,9.79,123.173,113.864,0.431,732.19,7.103,38.9,0.372,0.219,0.028,0.125,0.373,0.15,0.064,-2.326e-4,0,0,0,0,-4.747e-5,2.281,90,14.17,998.272,0.001,339.886,0.202,7.928e6,21.6,366.435,0.05,0.044,0.009
1.468,47.704,131.204,71.272,71.305,55.76,56.137,0.319,-1.147e-5,0.319,90.002,2.143,6.497,26.74,83.887,0.865,2.181e-6,0.289,-0.009,85.585,89.994,1.051e4,2435.241,2.521,0.09,9.79,123.234,113.783,0.438,734.307,7.136,42.161,0.372,0.219,0.028,0.126,0.373,0.134,0.058,-7.069e-5,0,0,0,0,2.003e-6,2.279,90,14.147,997.862,0.001,339.872,0.21,8.249e6,21.6,366.435,0.05,0.044,0.009
1.518,51.337,134.837,74.061,74.102,55.772,56.135,0.434,7.543e-6,0.434,89.999,2.464,6.368,26.74,83.887,0.763,3.525e-6,1.873,-0.012,85.639,89.999,1.049e4,2415.734,2.517,0.09,9.79,123.296,113.702,0.444,736.425,7.17,45.552,0.373,0.219,0.028,0.126,0.373,0.118,0.053,-8.233e-5,0,0,0,0,7.797e-5,2.192,90,14.124,997.436,0.001,339.858,0.218,8.57e6,21.6,366.435,0.011,0.045,0.01
1.529,52.155,135.655,74.674,74.717,55.774,56.132,0.462,1.181e-5,0.462,89.999,2.534,6.337,26.74,83.887,0.748,3.519e-6,2.22,-0.013,85.661,90.001,1.049e4,2411.442,2.517,0.09,9.79,123.306,113.684,0.445,736.891,7.178,46.317,0.373,0.218,0.028,0.126,0.373,0.116,0.052,-3.741e-4,0,0,0,0,1.077e-4,2.151,90,14.118,997.34,0.001,339.855,0.22,8.641e6,21.6,366.435,0.016,0.045,0.01
1.545,53.395,136.895,75.594,75.64,55.771,56.122,0.504,1.806e-5,0.504,89.998,2.638,6.268,26.74,83.887,0.718,3.544e-6,2.737,-0.011,85.702,90.003,1.048e4,2404.948,2.515,0.09,9.79,123.325,113.657,0.448,737.528,7.188,47.474,0.373,0.218,0.028,0.126,0.373,0.111,0.049,-4.023e-4,0,0,0,0,1.598e-4,2.09,90,14.11,997.195,0.001,339.85,0.223,8.746e6,21.6,366.435,0.025,0.046,0.01
1.57,55.283,138.783,76.975,77.025,55.78,56.098,0.571,2.688e-5,0.571,89.997,2.79,5.964,26.74,83.887,0.583,3.638e-6,3.456,-0.013,85.779,90.006,1.047e4,2395.206,2.513,0.09,9.79,123.402,113.616,0.453,738.484,7.204,49.23,0.373,0.218,0.028,0.127,0.374,0.09,0.041,2.117e-4,0,0,0,0,2.456e-4,2.103,90,14.098,996.973,0.001,339.842,0.227,8.905e6,21.6,366.435,0.037,0.046,0.01
1.607,58.179,141.679,79.046,79.103,55.795,56.054,0.679,3.806e-5,0.679,89.997,3.001,5.383,26.74,83.887,0.352,4.029e-6,4.267,-0.015,85.924,90.01,1.046e4,2380.594,2.51,0.09,9.79,123.534,113.555,0.462,739.918,7.229,51.933,0.374,0.218,0.028,0.127,0.374,0.054,0.025,-1.388e-4,0,0,0,0,3.549e-4,2.145,90,14.079,996.633,0.001,339.831,0.233,9.144e6,21.6,366.435,0.05,0.047,0.01
1.657,62.201,145.701,81.836,81.9,55.801,55.986,0.835,4.791e-5,0.835,89.997,3.25,4.553,26.74,83.887,0.07,3.914e-6,4.791,-0.069,86.153,90.013,1.044e4,2360.914,2.506,0.09,9.79,123.697,113.472,0.473,741.849,7.261,55.712,0.374,0.218,0.028,0.128,0.374,0.011,0.005,-4.944e-4,0,0,0,0,4.174e-4,2.152,90,14.053,996.162,0.001,339.815,0.241,9.464e6,21.6,366.435,0.033,0.048,0.011
1.69,64.901,148.401,83.656,83.725,55.802,55.936,0.944,5.045e-5,0.944,89.997,3.388,3.867,26.74,83.887,0.154,3.899e-6,-4.702,-0.031,86.309,90.013,1.042e4,2348.073,2.504,0.09,9.79,123.657,113.417,0.474,743.109,7.282,58.275,0.375,0.218,0.028,0.128,0.375,0.024,0.012,2.233e-4,0,0,0,0,-3.847e-4,2.236,90,14.035,995.845,0.001,339.804,0.247,9.673e6,21.6,366.435,0.049,0.048,0.011
1.739,69.062,152.562,86.385,86.459,55.725,55.804,1.114,4.952e-5,1.114,89.997,3.554,2.958,26.74,83.887,0.412,3.064e-6,-3.869,-0.019,86.522,90.005,1.04e4,2328.673,2.5,0.09,9.79,123.526,113.335,0.472,744.445,7.309,62.245,0.375,0.218,0.029,0.128,0.375,0.063,0.03,-3.544e-4,0,0,0,0,-2.442e-4,2.321,90,14.008,995.357,0.001,339.788,0.255,9.986e6,21.6,366.435,0.05,0.049,0.011
1.789,73.45,156.95,89.169,89.245,55.609,55.661,1.295,4.712e-5,1.295,89.998,3.686,2.414,26.74,83.887,0.521,3.061e-6,-2.395,-0.009,86.68,89.994,1.038e4,2308.852,2.496,0.09,9.79,123.477,113.251,0.473,745.809,7.337,66.413,0.376,0.218,0.029,0.129,0.376,0.08,0.038,3.996e-4,0,0,0,0,-8.785e-5,2.3,90,13.98,994.842,0.001,339.771,0.263,1.03e7,21.6,366.435,0.05,0.049,0.012
1.839,77.978,161.478,91.946,92.024,55.465,55.507,1.482,4.898e-5,1.482,89.998,3.799,2.158,26.74,83.887,0.546,5.918e-6,-0.615,-0.02,86.756,89.98,1.036e4,2289.031,2.492,0.09,9.79,123.473,113.166,0.477,747.174,7.364,70.699,0.376,0.218,0.029,0.13,0.377,0.084,0.04,-6.067e-5,0,0,0,0,-5.457e-6,2.291,90,13.95,994.311,0.001,339.753,0.271,1.062e7,21.6,366.435,0.012,0.049,0.012
1.851,79.091,162.591,92.615,92.694,55.426,55.467,1.528,5.068e-5,1.528,89.998,3.825,2.15,26.74,83.887,0.538,5.848e-6,-0.163,-0.018,86.761,89.976,1.036e4,2284.249,2.491,0.09,9.79,123.48,113.145,0.478,747.503,7.371,71.75,0.376,0.218,0.029,0.13,0.377,0.083,0.04,3.941e-4,0,0,0,0,-3.774e-7,2.288,90,13.943,994.181,0.001,339.748,0.273,1.07e7,21.6,366.435,0.018,0.05,0.012
1.869,80.776,164.276,93.617,93.696,55.313,55.359,1.598,5.477e-5,1.598,89.998,3.865,2.265,26.74,83.887,0.486,5.975e-6,0.496,-0.021,86.758,89.969,1.035e4,2277.054,2.489,0.09,9.79,123.512,113.114,0.481,747.509,7.376,73.324,0.377,0.218,0.029,0.13,0.377,0.075,0.036,3.129e-4,0,0,0,0,3.414e-6,2.235,90,13.932,993.983,0.001,339.742,0.276,1.081e7,21.6,366.435,0.027,0.051,0.012
1.896,83.337,166.837,95.115,95.197,55.137,55.194,1.703,6.518e-5,1.703,89.998,3.93,2.52,26.74,83.887,0.393,6.189e-6,1.374,-0.024,86.732,89.96,1.034e4,2266.263,2.487,0.09,9.79,123.568,113.068,0.486,747.518,7.384,75.713,0.377,0.218,0.029,0.13,0.377,0.06,0.029,4.34e-4,0,0,0,0,2.544e-5,2.155,90,13.916,993.683,0.001,339.732,0.281,1.098e7,21.6,366.435,0.041,0.051,0.012
1.937,87.255,170.755,97.355,97.438,54.869,54.94,1.866,9.324e-5,1.866,89.997,4.038,2.79,26.74,83.887,0.312,5.284e-6,2.483,-0.031,86.653,89.951,1.032e4,2250.076,2.484,0.09,9.79,123.621,112.998,0.492,747.532,7.395,79.39,0.378,0.218,0.029,0.131,0.378,0.048,0.023,-1.424e-4,0,0,0,0,7.927e-5,2.188,90,13.89,993.223,0.001,339.716,0.287,1.124e7,21.6,366.435,0.05,0.051,0.013
1.987,92.191,175.691,100.09,100.177,54.524,54.617,2.071,1.524e-4,2.071,89.996,4.187,3.183,26.74,83.887,0.222,3.034e-6,3.562,-0.024,86.501,89.951,1.03e4,2230.196,2.48,0.089,9.79,123.681,112.912,0.499,747.548,7.41,84.024,0.378,0.218,0.029,0.131,0.378,0.034,0.017,2.525e-4,0,0,0,0,1.543e-4,2.323,90,13.858,992.644,0.001,339.697,0.295,1.155e7,21.6,366.435,0.026,0.052,0.013
2.013,94.818,178.318,101.508,101.598,54.328,54.445,2.181,1.945e-4,2.181,89.995,4.274,3.563,26.74,83.887,0.134,2.974e-6,3.982,-0.032,86.402,89.958,1.029e4,2219.837,2.478,0.089,9.79,123.735,112.867,0.503,747.557,7.417,86.476,0.379,0.218,0.029,0.132,0.379,0.021,0.01,-2.644e-5,0,0,0,0,1.874e-4,2.347,90,13.841,992.336,0.001,339.687,0.299,1.171e7,21.6,366.435,0.039,0.052,0.013
2.052,98.826,182.326,103.623,103.718,53.93,54.104,2.351,2.682e-4,2.351,89.993,4.428,4.334,26.74,83.887,0.045,2.811e-6,-4.12,-0.086,86.242,89.973,1.028e4,2204.333,2.474,0.089,9.79,123.793,112.8,0.509,746.713,7.42,90.205,0.379,0.217,0.03,0.132,0.379,0.007,0.004,2.196e-4,0,0,0,0,-1.926e-4,2.296,90,13.815,991.866,0.001,339.671,0.306,1.195e7,21.6,366.435,0.05,0.053,0.014
2.102,104.075,187.575,106.307,106.409,53.421,53.66,2.578,3.713e-4,2.578,89.992,4.664,5.064,26.74,83.887,0.189,2.35e-6,-3.539,-0.009,86.047,89.994,1.026e4,2184.498,2.47,0.089,9.79,123.725,112.714,0.51,745.634,7.424,95.091,0.38,0.217,0.03,0.133,0.38,0.029,0.014,-3.882e-4,0,0,0,0,-1.35e-4,2.33,90,13.781,991.251,0.001,339.65,0.314,1.225e7,21.6,366.435,0.05,0.053,0.014
2.152,109.457,192.957,108.965,109.077,52.9,53.212,2.818,4.706e-4,2.818,89.99,4.935,5.754,26.74,83.887,0.322,2.779e-6,-2.203,-0.011,85.901,90.008,1.024e4,2164.663,2.466,0.089,9.79,123.665,112.627,0.511,744.554,7.427,100.068,0.381,0.217,0.03,0.133,0.381,0.05,0.025,-1.805e-4,0,0,0,0,-4.979e-5,2.259,90,13.746,990.619,0.001,339.629,0.322,1.256e7,21.6,366.435,0.022,0.054,0.014
2.174,111.858,195.358,110.122,110.238,52.68,53.008,2.928,5.098e-4,2.928,89.99,5.063,5.89,26.74,83.887,0.341,2.785e-6,-1.434,-0.004,85.861,90.013,1.023e4,2155.968,2.464,0.089,9.79,123.659,112.589,0.513,744.081,7.429,102.276,0.381,0.217,0.03,0.134,0.381,0.053,0.027,1.136e-4,0,0,0,0,-2.065e-5,2.248,90,13.73,990.338,0.001,339.619,0.325,1.269e7,21.6,366.435,0.033,0.054,0.014
2.207,115.506,199.006,111.846,111.97,52.195,52.527,3.097,5.61e-4,3.097,89.99,5.258,5.903,26.74,83.887,0.335,2.554e-6,-0.211,-0.016,85.834,90.019,1.022e4,2143.06,2.462,0.089,9.79,123.671,112.532,0.516,741.674,7.414,105.609,0.381,0.217,0.03,0.134,0.382,0.052,0.026,-2.333e-5,0,0,0,0,-4.316e-7,2.233,90,13.706,989.91,0.001,339.605,0.33,1.288e7,21.6,366.435,0.049,0.055,0.015
2.256,121.085,204.585,114.403,114.537,51.494,51.785,3.364,6.168e-4,3.364,89.989,5.541,5.48,26.74,83.887,0.243,-3.264e-6,1.438,-0.024,85.866,90.028,1.02e4,2123.697,2.457,0.089,9.79,123.733,112.446,0.523,738.064,7.392,110.644,0.382,0.217,0.03,0.135,0.382,0.037,0.019,1.473e-4,0,0,0,0,1.924e-5,2.241,90,13.67,989.256,0.001,339.583,0.338,1.317e7,21.6,366.435,0.05,0.055,0.015
2.306,126.87,210.37,116.96,117.104,50.812,51.014,3.647,6.41e-4,3.647,89.99,5.791,4.536,26.74,83.887,0.06,-2.463e-6,2.34,-0.124,85.964,90.039,1.018e4,2104.065,2.453,0.089,9.79,123.845,112.359,0.532,734.403,7.37,115.815,0.383,0.217,0.031,0.135,0.383,0.009,0.005,-2.707e-4,0,0,0,0,4.874e-5,2.337,90,13.633,988.577,0.001,339.56,0.345,1.346e7,21.6,366.435,0.029,0.056,0.015
2.335,130.26,213.76,118.418,118.566,50.407,50.573,3.816,6.384e-4,3.816,89.99,5.916,4.097,26.74,83.887,0.013,-2.531e-6,-2.371,-0.506,86.033,90.043,1.017e4,2092.754,2.451,0.089,9.79,123.878,112.309,0.536,732.294,7.357,118.818,0.383,0.217,0.031,0.136,0.383,0.002,9.535e-4,2.432e-4,0,0,0,0,-4.882e-5,2.323,90,13.611,988.18,0.001,339.547,0.35,1.363e7,21.6,366.435,0.043,0.056,0.015
2.378,135.424,218.924,120.577,120.73,49.516,49.643,4.075,6.104e-4,4.075,89.991,6.08,3.558,26.74,83.887,0.089,-2.654e-6,-2.099,-0.056,86.133,90.043,1.015e4,2076.174,2.447,0.089,9.79,123.847,112.235,0.538,726.421,7.31,123.337,0.384,0.217,0.031,0.136,0.384,0.014,0.007,-2.499e-4,0,0,0,0,-3.691e-5,2.259,90,13.577,987.574,0.001,339.527,0.356,1.387e7,21.6,366.435,0.05,0.057,0.016
2.428,141.514,225.014,123.027,123.185,48.468,48.567,4.383,5.444e-4,4.383,89.993,6.246,3.103,26.74,83.887,0.143,-3.943e-6,-1.306,-0.018,86.22,90.044,1.013e4,2056.99,2.443,0.089,9.79,123.83,112.149,0.541,719.625,7.255,128.574,0.385,0.217,0.031,0.137,0.385,0.022,0.012,4.259e-4,0,0,0,0,-1.373e-5,2.192,90,13.537,986.86,0.001,339.503,0.363,1.414e7,21.6,366.435,0.05,0.057,0.016
2.478,147.726,231.226,125.424,125.587,47.394,47.488,4.7,4.467e-4,4.7,89.995,6.396,2.979,26.74,83.887,0.141,-3.12e-6,-0.235,-0.028,86.258,90.03,1.011e4,2037.806,2.439,0.089,9.79,123.844,112.063,0.545,712.83,7.2,133.804,0.386,0.217,0.031,0.138,0.386,0.022,0.012,2.152e-4,0,0,0,0,-4.264e-7,2.115,90,13.497,986.131,0.001,339.478,0.37,1.441e7,21.6,366.435,0.018,0.058,0.016
2.496,149.964,233.464,126.263,126.428,47.006,47.104,4.814,4.065e-4,4.814,89.995,6.45,3.034,26.74,83.887,0.123,-3.187e-6,0.116,-0.024,86.259,90.023,1.011e4,2030.981,2.438,0.089,9.79,123.858,112.032,0.547,710.412,7.181,135.66,0.386,0.216,0.031,0.138,0.386,0.019,0.011,4.441e-4,0,0,0,0,1.02e-7,2.079,90,13.482,985.869,0.001,339.469,0.373,1.45e7,21.6,366.435,0.027,0.058,0.016
2.523,153.35,236.85,127.508,127.676,46.331,46.427,4.987,3.446e-4,4.987,89.996,6.53,2.993,26.74,83.887,0.122,-3.509e-6,0.621,-0.022,86.25,90.012,1.01e4,2021.095,2.436,0.089,9.79,123.865,111.988,0.55,705.814,7.141,138.453,0.386,0.216,0.031,0.138,0.386,0.019,0.01,-4.798e-4,0,0,0,0,2.885e-6,2.101,90,13.46,985.471,0.001,339.456,0.376,1.464e7,21.6,366.435,0.04,0.059,0.017
2.563,158.49,241.99,129.342,129.513,45.312,45.412,5.251,2.532e-4,5.251,89.997,6.65,3.01,26.74,83.887,0.11,-4.57e-6,1.339,-0.019,86.21,90.003,1.008e4,2006.267,2.432,0.089,9.79,123.881,111.921,0.554,698.918,7.082,142.627,0.387,0.216,0.032,0.139,0.387,0.017,0.009,9.883e-5,0,0,0,0,1.304e-5,2.168,90,13.427,984.869,0.001,339.436,0.382,1.485e7,21.6,366.435,0.05,0.059,0.017
2.613,165.013,248.513,131.576,131.752,44.026,44.145,5.587,1.506e-4,5.587,89.998,6.804,3.239,26.74,83.887,0.067,-7.742e-6,2.106,-0.029,86.123,90,1.006e4,1987.743,2.428,0.089,9.79,123.917,111.837,0.559,690.302,7.007,147.803,0.388,0.216,0.032,0.14,0.388,0.01,0.006,3.447e-4,0,0,0,0,3.118e-5,2.266,90,13.385,984.104,0.001,339.41,0.389,1.51e7,21.6,366.435,0.044,0.06,0.017
2.657,170.884,254.384,133.5,133.682,42.871,43.027,5.892,7.333e-5,5.892,89.999,6.957,3.664,26.74,83.887,0.003,-7.43e-6,-2.299,-0.492,86.023,90,1.005e4,1971.333,2.425,0.089,9.79,123.963,111.762,0.565,682.67,6.941,152.341,0.388,0.216,0.032,0.14,0.388,5.116e-4,6.658e-4,1.68e-4,0,0,0,0,-3.609e-5,2.317,90,13.347,983.415,0.001,339.387,0.394,1.531e7,21.6,366.435,0.05,0.06,0.017
2.707,177.612,261.112,135.61,135.799,41.523,41.719,6.244,-5.756e-6,6.244,90,7.15,4.036,26.74,83.887,0.062,-8.313e-6,-2.058,-0.021,85.911,90.011,1.003e4,1953.569,2.421,0.089,9.79,123.943,111.681,0.568,673.589,6.861,157.414,0.389,0.216,0.032,0.141,0.389,0.01,0.006,-4.368e-4,0,0,0,0,-2.802e-5,2.399,90,13.303,982.626,0.001,339.36,0.401,1.555e7,21.6,366.435,0.05,0.061,0.018
2.757,184.444,267.944,137.653,137.849,40.17,40.423,6.607,-8.785e-5,6.607,90.001,7.365,4.513,26.74,83.887,0.138,-9.636e-6,-1.103,-0.016,85.829,90.024,1.001e4,1935.805,2.417,0.089,9.79,123.913,111.6,0.57,664.507,6.781,162.399,0.39,0.216,0.032,0.141,0.39,0.021,0.012,4.299e-4,0,0,0,0,-7.822e-6,2.342,90,13.258,981.825,0.001,339.333,0.407,1.577e7,21.6,366.435,0.05,0.061,0.018
2.807,191.376,274.876,139.628,139.834,38.855,39.119,6.981,-1.917e-4,6.981,90.002,7.593,4.54,26.74,83.887,0.15,1.732e-6,0.342,-0.031,85.809,90.04,9992.646,1918.041,2.413,0.089,9.79,123.918,111.518,0.574,655.426,6.7,167.294,0.39,0.216,0.033,0.142,0.39,0.023,0.013,-4.95e-4,0,0,0,0,7.323e-7,2.271,90,13.213,981.012,0.001,339.306,0.413,1.599e7,21.6,366.435,0.012,0.062,0.018
2.819,193.055,276.555,140.092,140.301,38.546,38.804,7.072,-2.205e-4,7.072,90.002,7.647,4.464,26.74,83.887,0.141,1.712e-6,0.683,-0.035,85.815,90.044,9988.383,1913.777,2.412,0.089,9.79,123.925,111.498,0.575,653.246,6.68,168.455,0.391,0.216,0.033,0.142,0.391,0.022,0.013,2.838e-4,0,0,0,0,2.895e-6,2.255,90,13.202,980.815,0.001,339.3,0.414,1.604e7,21.6,366.435,0.018,0.062,0.018
2.837,195.582,279.082,140.782,140.994,38.118,38.36,7.211,-2.683e-4,7.211,90.002,7.726,4.298,26.74,83.887,0.122,1.813e-6,1.14,-0.049,85.832,90.05,9982.254,1907.649,2.411,0.089,9.79,123.94,111.47,0.577,650.296,6.654,170.186,0.391,0.216,0.033,0.142,0.391,0.019,0.011,6.096e-5,0,0,0,0,7.983e-6,2.232,90,13.186,980.518,0.001,339.29,0.416,1.612e7,21.6,366.435,0.027,0.063,0.018
2.864,199.397,282.897,141.803,142.019,37.486,37.691,7.421,-3.519e-4,7.421,90.003,7.838,3.928,26.74,83.887,0.078,2.337e-6,1.702,-0.079,85.871,90.059,9973.061,1898.456,2.409,0.089,9.79,123.97,111.428,0.581,645.87,6.615,172.764,0.391,0.216,0.033,0.143,0.391,0.012,0.007,4.68e-4,0,0,0,0,1.754e-5,2.206,90,13.161,980.071,0.001,339.275,0.419,1.623e7,21.6,366.435,0.041,0.064,0.019
